id;message;target
230;¡Bueno, veré Shrek en 3D! B);legit
231;¡BUENOS DÍAS, CARIÑO! ¿QUÉ HACES ESTA NOCHE? ¡NO FUI AL BAR! ¡SOLO ESTOY RELAJADO EN MI HABITACIÓN! CON AMOR, JEN XXX.;legit
232;¡Buenos días, mi amorcito! ¿Qué tal esos labios tan ricos? ¿Dónde están mis sensuales glúteos? ¿Qué haces? ¿Piensas en mí? ¿Me anhelas? ¿Me necesitas?;legit
233;¡Buenos días, pastelito! Jajaja, espero no haberte despertado.;legit
234;¡Buenos días, princesa! ¡Feliz Año Nuevo!;legit
235;¡Buenos días, princesa! ¡Que tengas un buen día!;legit
236;¡Buenos días, princesa! ¿Cómo estás?;legit
237;¡Buu! ¿Qué tal? Ya estoy de vuelta en casa y un poco aburrido :-(;legit
238;¡Buu! Voy camino a casa de mi mamá. Está haciendo sopa de tortilla. ¡Ñam!;legit
239;¡Buuu, nena! ¿Disfrutas de tu trabajo? ¡Parecía que te iba bien, cariño! ¿Espero que estés bien? Cuídate y te hablaré pronto. Mucho cariño, XXXX.;legit
240;¡Buzz! ¡Hola, mi amor! Pienso en ti y espero que tengas un buen día. ¿Dormiste hasta tarde? Te extraño, cariño. Anhelo el momento en que estemos juntos de nuevo. *Sonrisa amorosa*;legit
241;¡CABALLERO! Intentamos contactarte. El sorteo del fin de semana pasado reveló que ganaste un premio de 1000 GARANTIZADO. Llama al 09064012160. Código de solicitud: K52. Válido solo por 12 horas. 150 ppm.;spam
242;¡Cállate! ¡Dios mío! Ayer soñé que tenía dos hijos, ambos varones. Estaba furiosa. No solo por los niños, sino por ser varones. Incluso le dije a Mark en mi sueño que estaba cambiando pañales porque no me debían nada.;legit
243;¡CÁLMATE DE LAS ACUSACIONES! TE ESCRIBO PORQUE QUIERO SABER QUÉ HACES AL FINAL... TE HE CONOCIDO EN AÑOS... LLÁMAME SI NO HACES NADA. CON AMOR, J XXX.;legit
244;¡Caramba! No puedo creer que hayas olvidado mi apellido, señor. Te daré una pista: es español y empieza con m...;legit
245;¡Caramba! Ya te extraño, ¿sabes? Solo pienso en ti. ¡Joder, qué ganas de que llegue el año que viene para que estemos juntos! *Beso cariñoso*;legit
246;¡Caramba, qué fastidio! Será mejor que vaya entonces.;legit
247;¡Cariño! ¡Despierta! ¡Te extraño! ¡Te anhelo! ¡Te necesito!;legit
248;¡Cariño! ¡Te extrañooooo! ¿Dónde estás? Tengo que ir a dar mi clase a las 5...;legit
249;¡Cariño! ¡Yo también te quiero, joder! ¿Sabes? ¡Qué bien me hizo oír tu voz! Lo necesito tanto. Lo anhelo. No tengo suficiente. Te adoro, Ahmad *besa*;legit
250;¡Cariño! ¿Qué haces? ¿Dónde estás? ¿Con quién hablas? ¿Piensas en mí? ¿Te portas bien? ¿Me extrañas? ¿Me quieres?;legit
251;¡Cariño! ¿Qué tal el día? ¿Qué haces? ¿Dónde estás? Bebo mi capuchino y pienso en ti, mi amor... Te mando un beso desde el otro lado del mar.;legit
252;¡Cariño! ¿Qué tal el día? ¿Qué haces? Ya te extraño, mi amor... *beso cariñoso*... Espero que todo salga bien.;legit
253;¡CERI, REBELDE! ¡DULCES SUEÑOS, AMIGO! ¡HASTA MÁS! ¿QUIÉN NECESITA TÍOS?;legit
254;¡Chile, por favor! Estoy a solo una hora en coche. Vengo a menudo y subarrendaré entre febrero y abril para la temporada de audiciones.;legit
255;¡CIERRE DE INSCRIPCIONES! Conviértete en un líder de alto nivel con nuestro Curso de Capacitación en Liderar Equipos de Alto Rendimiento y no pierdas esta oportunidad;spam
256;¡CIERRE DE INSCRIPCIONES! Conviértete en un líder de alto nivel...;spam
257;¡Cierre de Inscripciones! Impulsa tu liderazgo con nuestro curso en Habilidades Blandas. Una oportunidad clave para potenciar tu competitividad profesional;spam
258;¡Cierto! ¡No fuiste tú quien llamó, fue alguien con un número como el tuyo!;legit
259;¡Claro! Estoy con mi mejor amigo Pete, con quien salía más de cuatro veces por semana. Ahora somos dos personas más. Ha pasado más de una semana.;legit
260;¡Claro! No me molestes... ¡Sabes que tengo que verte! *sonríe*... Mantenme al tanto, mi presa... *sonrisa amorosa* *beso devorador*;legit
261;¡Claro! Voy en coche, pero llegaré pronto a mi destino.;legit
262;¡Cómo está el campeón que se va de Glasgow!;legit
263;¡Con Mibanco y Yape puedes cobrar rapido y facil en tu negocio! Descarga la app Yape afiliando tu cuenta de ahorro Mibanco y cobra sin pagar comisiones.;spam
264;"¡Concurso del sol! ¡Gana una grabadora de DVD Sony si sabes nombrar la capital de Australia! Envía ""MQUIZ"" al 82277. B";spam
265;¡Concurso semanal de preguntas y respuestas sobre el sol! ¡Gana un reproductor de DVD Sony de primera si sabes en qué equipo jugó el Liverpool a mitad de semana! Responde por SMS al 82277. 1.50 SP: Tyrone;spam
266;¡Concurso semanal del sol! ¡Gana un reproductor de DVD Sony de primera si sabes en qué país está el Algarve! Responde por SMS al 82277. 1.50 SP:Tyrone;spam
267;¡Conoce tus movimientos de los ultimos 90 dias de Yape al toque! Revisa paso a paso de como hacerlo en el correo electronico que te enviamos.;spam
268;¡Conseguí otro trabajo! El del hospital, donde hago análisis de datos o algo así, ¡empieza el lunes! No sé cuándo terminaré mi tesis.;legit
269;"¡Consigue el tono de llamada oficial de INGLATERRA o la bandera de colores en tu móvil para el partido de esta noche! Envía ""TONE"" o ""FLAG"" al 84199. Cancelar la suscripción enviando un mensaje de texto con el texto ENG STOP. Box 39822 W111WX. 1.50.";spam
270;¡Consigue tu primer tono de llamada GRATIS AHORA! Responde a este mensaje con TONO. ¡Los 20 mejores tonos para tu teléfono cada semana por solo 1.50! Para cancelar la suscripción, envía un mensaje de texto al 08452810071 16.;spam
271;¡Consigue un celular nuevo siendo agente de The Mob! ¡Y mucho más! Para más información, envía un mensaje de texto con la palabra MAT al 87021.;spam
272;¡Crédito aprobado! Firma digital aquí: https://credito.pe;spam
273;¡Creo que estoy esperando el mismo autobús! Avísame cuando llegues, si es que llegas.;legit
274;¡Cristhian Edy, acumula millas con Cabify y acércate a tu próximo destino!;spam
275;¡Cristhian Edy, tus Ripley Puntos GO te ayudan a viajar!;spam
276;¡Cristhian, accede a la mejor oferta para el regalo de PAPÁ!🎁;spam
277;'¡Cuando quiero enamorarme de mis libros, mi cama se enamora de mí...!''. Yen madodu, nav pretsorginta, nammanna pretsovru importante siempre....!! :) Dios míoB-).;legit
278;¡Cuidado! ¡No escribas mientras conduces!;legit
279;¡Curso gratis! Aprende inglés con UTP. Accede hoy.;spam
280;¡De ninguna manera voy a volver allí!;legit
281;¡De vuelta al trabajo mañana, se acabaron las vacaciones de medio trimestre! ¿Podrías contactarme esta noche para un poco de pasión sexy antes de que pueda volver? Chatea AHORA 09099726481 Luv DENA Llamadas 1/min Mobsmore LK POBOX 177 HP51FL;spam
282;¡De vuelta en Brum! Gracias por alojarnos y mantenernos felices. Nos vemos pronto.;legit
283;¡Deja de conocerme tan bien!;legit
284;¡Desearía estar contigo ahora!;legit
285;¡Dijo que se rió muchísimo al volverte a ver! Quizás serías la primera persona en morir de NVQ, ¡pero imagina cuánto podrías pagar!;legit
286;¡Dinero! ¡Eres un afortunado ganador! Reclama tu premio. Envía un mensaje de texto con el texto money 2 88600. ¡Más de 1 millón para regalar! ppt150x3+texto normal. Rate box403 w1t1jy;spam
287;¡Dios mío! ¡Encontré tu número otra vez! ¡Qué alegría! Contesta después de este mensaje. El cargo es de 1.50.;spam
288;¡Dios mío! ¡Podría nevar aquí esta noche!;legit
289;¡Dios mío! ¿Podrías hacer una capilla para bodas en Frontierville? ¿Por qué se llevan todo lo bueno?;legit
290;¡Dios mío! Joanna me está poniendo nerviosa. Ha buscado fotos mías entre todos mis amigos. Y luego me pregunta cosas de mi MySpace, al que ni siquiera he accedido en casi un año. :/;legit
291;¡Dios mío, quiero gritar! ¡Me pesé y perdí más peso! ¡Yuju!;legit
292;¡Disfruta del club jamster videosound gold con tus créditos para 2 nuevos videosounds, 2 logos y noticias musicales! ¡Diviértete aún más en jamster.co.uk! Solo para mayores de 16 años. ¿Necesitas ayuda? Llama al: 09701213186.;spam
293;¡El debut de Peru en la Copa America se vive en Betano! Participa gratis y gana hasta S/10,000 con nuestro Master. Desuscribirse https://go.betano.pe/3j5tpeuu;spam
294;¡El nuevo iPhone 15 ya está aquí! Compra ahora a precios increíbles y recibe un descuento especial;spam
295;¡El profano! Solo para que sepas que te extraño y que pienso mucho en ti. Que tengas un buen día. Y si me puedes enviar los números de Bimbo y Ugo, te lo agradecería.;legit
296;¡EL SEÑOR DE LOS ANILLOS: EL RETORNO DEL REY YA está disponible en tiendas! RESPONDER ESDLA antes del 2 de junio. 4 oportunidades de GANAR CDs de la banda sonora de ESDLA. StdTxtRate. Responder STOP para terminar los mensajes.;spam
297;¡El tono Nokia número 1 para tu público cada semana! Solo envía NOK al 87021. ¡El primer tono es GRATIS! ¡Consíguelo ahora y cuéntaselo a tus amigos! 150 peniques por tono. 16 respuestas HL 4info;spam
298;¡El tono POLIFÓNICO número 1 para tu público cada semana! Solo envía un SMS con PT2 al 87575. ¡El primer tono es GRATIS! ¡Suscríbete ahora y cuéntaselo a tus amigos! 150 peniques por tono. 16 respuestas HL 4info;spam
299;¡Elige cualquiera de nuestras carreras 100% en línea y entérate de lo que tenemos preparado para ti!;spam
300;¡Empezo la PREVENTA del nuevo Galaxy S25 Series! Usa tu cupon de registro PREVENTA-S25 para tu Travel Adapter de 45W. COMPRA AQUI: https://smsung.pe/s25preventa;spam
301;¡En efecto, y por cierto, era una cosa o la otra... no ambas!;legit
302;"¡Encuentra 5 botanas fáciles, rápidas y rendidoras para celebrar el Día del Padre!
DESCARGA EL RECETARIO GRATIS
¡Síguenos en nuestras Redes Sociales
y obtén nuevas ideas todos los días!";spam
303;¡Enhorabuena! Puedes reclamar 2 entradas VIP fila A 2 entradas C Blu en concierto en noviembre o regalo Blu garantizado. Llama al 09061104276 para reclamar los términos y condiciones. www.smsco.net. Coste máximo: 3,75.;spam
304;¡Enhorabuena! Tienes una Tarjeta de Credito Visa BCP esperandote con ANDO. Registrate en: https://web.yoando.com.pe/TarjetaMayo_4;spam
305;¡Entonces que tengas un gran fin de semana!;legit
306;¡Envía BANNEDUK al 89555 para verlo! Costo: 150 peniques. Operador de texto: g696ga. Mayores de 18 años. XXX.;spam
307;¡Eres hermosa! ¡Sigue subiendo esas fotos! ¡Gracias!;legit
308;¡Es tu dia de suerte! Tienes una Tarjeta de Credito Visa BCP esperandote en ANDO. Registrate en: https://web.yoando.com.pe/TarjetaMayo_4;spam
309;¡Esclavo mío! ¡Quiero que hoy te tomes dos o tres fotos con luz brillante en tu celular! ¡Luz brillante!;legit
310;¡Eso sí que va a arruinar tu tesis!;legit
311;"¡Especial de San Valentín! ¡Gana más de 1000 en nuestro concurso y lleva a tu pareja al viaje de su vida! Envía ""GO"" al 83600 ahora. 150 peniques por mensaje recibido. Atención al cliente: 08718720201.";spam
312;¡Espero que no te diviertas mucho sin mí! Nos vemos mañana. Con cariño, Jess.;legit
313;¡Espero que no te duela mucho la cabeza! ¡Estoy planchando un montón! Me quedo en casa con un chino esta noche. Pásate si quieres.;legit
314;¡Espero que no tengas miedo!;legit
315;¡Estás ganando S/800 con tu línea! Verifica: https://bitel-premio.link;spam
316;¡Este es el último día para recibir tu bono de S/200, solo por registrarte!;spam
317;¡Este verano sus ahorros lo premian! Por cada S/500 en su Cuenta BCP es una oportunidad mas para ganarse un Apple Pack. Mas informacion en viabcp.;spam
318;¡Este verano, conduce sin preocupaciones! ¡Te devolvemos una cuota de tu seguro vehicular por ser cliente BCP!;spam
319;¡Estoy aparcado junto a un MINI! ¿Cuándo crees que vienes hoy?;legit
320;¡Estoy bien! He estado pensando en ti...;legit
321;¡ESTOY BIEN, CHICAS! ¡NO HE ESTADO MUY LEVANTADO! AYER VI UNA PELÍCULA DE MIEDO. ¡ES MUY DIVERTIDA! ¿QUIERES UNA TARDE DE MIERDA? ¿EN LA CIUDAD, EN EL CENTRO COMERCIAL O ALGO ASÍ?;legit
322;¡Estoy genial! ¿Cómo estás?;legit
323;¡Estoy harta! ¡Estoy necesitada! ¡Te deseo! *hace pucheros* *pisa fuerte* ¿Dónde estás? *hace pucheros* *pisa fuerte* ¡Quiero a mi esclavo! ¡Lo quiero ya!;legit
324;¡Excelente! ¿Listos para gemir y gritar de éxtasis?;legit
325;"¡Faltan 22 días para el inicio! Para la Eurocopa 2004, U se mantendrá al día con las últimas noticias y resultados a diario. Para eliminar la suscripción, envía ""GET TXT STOP"" al 83222.";spam
326;¡Felicidades! ¡Genial! Quería decirte que no me dijeras tu puntuación porque podría relajarme. Pero me motiva, así que gracias por compartir.;legit
327;¡Felicidades! ¡Has ganado! Eres uno de los ganadores de nuestro sorteo de agosto de 1000. Llama al 09066660100 AHORA. Código de premio: 2309.;spam
328;¡Felicidades! ¡Tu pase de cine especial de 1 año para 2 personas ya es tuyo! ¡Llama al 09061209465 ahora! C Superman V, Matrix 3, StarWars 3, etc. ¡Todo gratis! bx420-ip4-5we. 13:50. ¡No te lo pierdas!;spam
329;¡Felicidades! Dos videoteléfonos móviles 3G son tuyos. ¡Llama al 09063458130 ahora! Videochatea con tus amigos, juega juegos Java, descarga música de Polyph, alquiler sin línea. bx420. ip4.5we. 150p.;spam
330;¡Felicidades! El Nokia 3650 es tu teléfono con videocámara. Llama al 09066382422. Costo de llamada: 150 ppm. Duración promedio de la llamada: 3 minutos. Varía según el móvil para mayores de 16 años. Cerrar: 300603. Correo: BCM4284 Ldn WC1N3XX.;spam
331;¡Felicidades! El trato está pendiente. No he recibido correo en dos días. Lo enviaré en cuanto termine. Respeta a tu madre en casa. Revisa el correo.;spam
332;¡Felicidades! Eres semifinalista de un viaje a Cancún.;spam
333;¡Felicidades! Estás a un paso de ganar S/5000 en efectivo, solo completa este formulario;spam
334;¡Felicidades! Estás a un paso de ganar S/5000 en efectivo, solo completa este formulario.;spam
335;¡Felicidades! Fuiste seleccionado para una beca virtual. Más info en becavirtual.pe;spam
336;¡Felicidades! Gracias a un buen amigo, ¡ganaste el premio de Navidad de 2000! ¡Reclamarlo es fácil! Llama al 08712103738 ¡AHORA! Solo 10 peniques por minuto. Tarifa nacional de BT.;spam
337;¡Felicidades! Gracias a un buen amigo, ¡ganaste el premio de Navidad de 2000! Reclamarlo es fácil: ¡llama al 08718726971 AHORA! Solo 10 peniques por minuto. Tarifa nacional de BT.;spam
338;¡Felicidades! Gracias a un buen amigo, ¡ganaste el premio de Navidad de 2000! Reclamarlo es fácil: ¡llama al 08718726978 AHORA! Solo 10 peniques por minuto. Tarifa nacional de BT.;spam
339;¡Felicidades! Has ganado un iPhone 15. Responde SÍ para reclamar tu premio. Claro.;spam
340;¡Felicidades! Has ganado un premio de S/1000, solo necesitas hacer clic en este enlace para reclamarlo;spam
341;¡Felicidades! Has ganado un premio de S/1000, solo necesitas hacer clic en este enlace para reclamarlo.;spam
342;¡Felicidades! Has sido seleccionado para recibir 10 GB. Ingresa aquí: http://claro-oficial.pe/2193;spam
343;¡Felicidades! Has sido seleccionado para recibir 10 GB. Ingresa aquí: http://interbank-oficial.pe/4898;spam
344;¡Felicidades! Has sido seleccionado para recibir 10 GB. Ingresa aquí: http://luzdelsur-oficial.pe/6439;spam
345;¡Felicidades! Has sido seleccionado para recibir 10 GB. Ingresa aquí: http://movilbus-oficial.pe/8245;spam
346;¡Felicidades! Has sido seleccionado para recibir 10 GB. Ingresa aquí: http://movistar-oficial.pe/3496;spam
347;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://atu-oficial.pe/1096;spam
348;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://cfe-oficial.pe/4954;spam
349;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://medicinaprepagada-oficial.pe/8478;spam
350;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://osiptel-oficial.pe/5708;spam
351;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://reniec-oficial.pe/1803;spam
352;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://sedapal-oficial.pe/9928;spam
353;¡Felicidades! Has sido seleccionado para recibir 10 Soles. Ingresa aquí: http://spotify-oficial.pe/4228;spam
354;¡Felicidades! Has sido seleccionado para recibir 20 Soles. Ingresa aquí: http://luzdelsur-oficial.pe/7624;spam
355;¡Felicidades! Has sido seleccionado para recibir 20 Soles. Ingresa aquí: http://mtc-oficial.pe/9224;spam
356;¡Felicidades! Has sido seleccionado para recibir 20 Soles. Ingresa aquí: http://onpe-oficial.pe/8988;spam
357;¡Felicidades! Has sido seleccionado para recibir 20 Soles. Ingresa aquí: http://spotify-oficial.pe/8033;spam
358;¡Felicidades! Has sido seleccionado para recibir 20 Soles. Ingresa aquí: http://uber-oficial.pe/8541;spam
359;¡Felicidades! Has sido seleccionado para recibir 5 GB. Ingresa aquí: http://movistar-oficial.pe/9279;spam
360;¡Felicidades! Has sido seleccionado para recibir 5 GB. Ingresa aquí: http://reniec-oficial.pe/5291;spam
361;¡Felicidades! Has sido seleccionado para recibir 5 USD. Ingresa aquí: http://osinergmin-oficial.pe/7172;spam
362;¡Felicidades! Has sido seleccionado para recibir 5 USD. Ingresa aquí: http://scotiabank-oficial.pe/3273;spam
363;¡Felicidades! Has sido seleccionado para una oportunidad única. Haz clic ahora;spam
364;¡Felicidades! Has sido seleccionado para una oportunidad única. Haz clic ahora.;spam
365;¡Felicidades! Recibe un ticket para Metro gratis: https://metro-regalo.top,;spam
366;¡FELICIDADES! Tienes una Tarjeta de Credito Visa BCP esperandote con ANDO. Registrate en: https://web.yoando.com.pe/TarjetaMayo_4;spam
